Probenahmestelle;Fluss;Matrix;Gruppe;Kenngroessen;Probenahmeart;Jahr;Periode;Datum;Sonderzeichen;Wert
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;20;29.09.1986;;16,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;21;13.10.1986;;15,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;22;27.10.1986;;11,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;23;10.11.1986;;10
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;24;24.11.1986;;9,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1986;25;08.12.1986;;7,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;1;05.01.1987;;4,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;2;19.01.1987;;3,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;3;02.02.1987;;4,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;4;16.02.1987;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;5;02.03.1987;;5,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;6;16.03.1987;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;7;30.03.1987;;7,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;8;13.04.1987;;10,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;9;27.04.1987;;12,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;10;11.05.1987;;11,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;11;25.05.1987;;12,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;12;08.06.1987;;15
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;13;22.06.1987;;19,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;14;06.07.1987;;20,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;15;20.07.1987;;19,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;16;03.08.1987;;17,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;17;17.08.1987;;19,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;18;31.08.1987;;19,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;19;14.09.1987;;20,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;20;28.09.1987;;17,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;21;12.10.1987;;14,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;22;26.10.1987;;13
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;23;09.11.1987;;11
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;24;23.11.1987;;8,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;25;07.12.1987;;7,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1987;26;21.12.1987;;7,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;1;04.01.1988;;6,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;2;18.01.1988;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;3;01.02.1988;;5,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;4;15.02.1988;;5,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;5;29.02.1988;;4,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;6;14.03.1988;;6,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;7;28.03.1988;;7,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;8;11.04.1988;;9,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;9;25.04.1988;;13,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;10;09.05.1988;;16,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;11;23.05.1988;;16
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;12;06.06.1988;;18,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;13;20.06.1988;;20,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;14;04.07.1988;;20,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;15;18.07.1988;;20,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;16;01.08.1988;;21,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;17;15.08.1988;;23,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;18;29.08.1988;;19,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;19;12.09.1988;;18,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;20;26.09.1988;;16,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;21;10.10.1988;;14,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;22;24.10.1988;;13,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;23;07.11.1988;;10,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;24;21.11.1988;;8,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;25;05.12.1988;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1988;26;19.12.1988;;6,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;1;02.01.1989;;5,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;2;16.01.1989;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;3;30.01.1989;;4,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;4;13.02.1989;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;5;27.02.1989;;7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;6;13.03.1989;;8,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;7;27.03.1989;;9,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;8;10.04.1989;;9,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;9;24.04.1989;;12,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;10;08.05.1989;;16,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;11;22.05.1989;;18,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;12;05.06.1989;;18,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;13;19.06.1989;;20,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;14;03.07.1989;;21
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;15;17.07.1989;;22
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;16;31.07.1989;;21,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;17;14.08.1989;;22,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;18;28.08.1989;;20,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;19;11.09.1989;;18,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;20;25.09.1989;;17,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;21;09.10.1989;;13,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;22;23.10.1989;;13,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;23;06.11.1989;;11,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;24;20.11.1989;;9,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;25;04.12.1989;;7,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1989;26;18.12.1989;;7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;1;02.01.1990;;5,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;2;15.01.1990;;5,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;3;29.01.1990;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;4;12.02.1990;;6,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;5;26.02.1990;;7,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;6;12.03.1990;;8,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;7;26.03.1990;;9,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;8;09.04.1990;;9,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;9;23.04.1990;;13,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;10;07.05.1990;;17,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;11;21.05.1990;;19,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;12;04.06.1990;;18,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;13;18.06.1990;;19,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;14;02.07.1990;;19,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;15;16.07.1990;;23,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;16;30.07.1990;;24,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;17;13.08.1990;;23,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;18;27.08.1990;;21,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;19;10.09.1990;;18,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;20;24.09.1990;;16,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;21;08.10.1990;;15,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;22;22.10.1990;;14,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;23;05.11.1990;;10,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;24;19.11.1990;;10,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;25;03.12.1990;;7,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1990;26;17.12.1990;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;1;31.12.1990;;6,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;2;14.01.1991;;5,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;3;28.01.1991;;3,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;4;11.02.1991;;3,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;5;25.02.1991;;5,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;6;11.03.1991;;7,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;7;25.03.1991;;8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;8;08.04.1991;;11,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;9;22.04.1991;;11,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;10;06.05.1991;;12,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;11;20.05.1991;;16,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;12;03.06.1991;;17,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;13;17.06.1991;;16,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;14;01.07.1991;;21,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;15;15.07.1991;;21,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;16;29.07.1991;;21,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;17;12.08.1991;;22,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;18;26.08.1991;;22,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;19;09.09.1991;;21,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;20;23.09.1991;;19,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;21;07.10.1991;;16,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;22;21.10.1991;;12,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;23;04.11.1991;;11,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;24;18.11.1991;;8,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;25;02.12.1991;;7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1991;26;16.12.1991;;5,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;1;30.12.1991;;4,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;2;13.01.1992;;4,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;3;27.01.1992;;3,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;4;10.02.1992;;4,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;5;24.02.1992;;5,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;6;09.03.1992;;6,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;7;23.03.1992;;6,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;8;06.04.1992;;8,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;9;20.04.1992;;10,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;10;04.05.1992;;13,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;11;18.05.1992;;17,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;12;01.06.1992;;18,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;13;15.06.1992;;18,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;14;29.06.1992;;19,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;15;13.07.1992;;22,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;16;27.07.1992;;24,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;17;10.08.1992;;24,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;18;24.08.1992;;23,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;19;07.09.1992;;18,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;20;21.09.1992;;18,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;21;05.10.1992;;16,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;22;19.10.1992;;12,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;23;02.11.1992;;10,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;24;16.11.1992;;8,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;25;30.11.1992;;8,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;14K;1992;26;14.12.1992;;6,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;1;01.01.1994;;5,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;2;14.01.1994;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;3;26.01.1994;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;4;08.02.1994;;5,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;5;04.03.1994;;5,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;6;13.03.1994;;7,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;7;26.03.1994;;9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;8;08.04.1994;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;9;30.04.1994;;11,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;10;14.05.1994;;13,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;11;17.05.1994;;14,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;12;02.06.1994;;15,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;13;26.06.1994;;18,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;14;06.07.1994;;23,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;15;24.07.1994;;22,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;16;07.08.1994;;25,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;17;08.08.1994;;25,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;18;24.08.1994;;21,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;19;07.09.1994;;20,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;20;02.10.1994;;16,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;21;03.10.1994;;16,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;22;17.10.1994;;13,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;23;31.10.1994;;12,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;24;16.11.1994;;11,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;25;29.11.1994;;10,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1994;26;12.12.1994;;9,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;1;30.12.1994;;7,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;2;11.01.1995;;4,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;3;26.01.1995;;5,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;4;12.02.1995;;6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;5;23.02.1995;;6,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;6;13.03.1995;;6,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;7;26.03.1995;;7,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;8;14.04.1995;;9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;9;30.04.1995;;10,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;10;12.05.1995;;14,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;11;25.05.1995;;13,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;12;10.06.1995;;14,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;13;25.06.1995;;16,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;14;09.07.1995;;20,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;15;21.07.1995;;22,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;16;06.08.1995;;23,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;17;07.08.1995;;23,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;18;23.08.1995;;22,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;19;07.09.1995;;16,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;20;19.09.1995;;15,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;21;15.10.1995;;15,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;22;18.10.1995;;15,2
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;23;01.11.1995;;14,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;24;15.11.1995;;10,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;25;30.11.1995;;8,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1995;26;11.12.1995;;6,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1996;1;25.12.1995;;6,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1996;2;09.01.1996;;5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Wassertemperatur Maxima in °C;K14E;1996;3;28.01.1996;;4,1
